ticker,name,market_cap,gross_margin,gm_stability,rev_stability,net_cash,net_cash_to_mcap,debt_to_ebitda,debt_to_ebitda_inv,interest_coverage,survival_months,fcf_positive_years,fcf_margin,capex_intensity_inv,fcf_conversion,toll_margin_flag,revenue_cagr,share_count_change,sector,norm_earnings_yield,ni_max_drawdown,price_drawdown_52w,eliminated_reason,stress_haircut,stressed_earnings_yield,implied_haircut_gap,P1_resilience,P2_survival,P3_offense,P4_toll_model,P5_secular,P6_valuation,composite_score,crisis_sector_penalty,data_coverage,buy_score,playbook,generated_at
3968.HK,CM BANK,1229719601152,,,68.15466617359199,1109667086336.0,0.902374073973014,,,,182.36932362833636,4,1.2748216431417307,0.9152530122658925,2.8187054287826023,,-0.01003338457672287,0.0,Financial Services,0.11856076772576285,0.0,0.09199259536725268,,0.31,0.08208090134523673,0.216,99.40476190476191,95.63364055299539,79.76190476190477,56.6025641025641,21.666666666666668,96.81547619047619,78.6598421068179,0.0,0.69,0.0,generic,2026-07-24 22:46 UTC
AMP,"Ameriprise Financial, Inc.",46754762752,,,37.463106588167875,6112000000.0,0.13072465007297146,,,14.815950920245399,,4,0.4416125541125541,0.9912337662337662,2.2904855458882962,,0.09030445218644934,-0.046503566641699745,Financial Services,0.06774176177088005,0.18831375039695142,0.0304307526781622,,0.34,0.04479971691266563,0.308,89.28571428571429,61.773885029698974,74.40476190476191,88.58974358974359,70.0,80.71428571428572,76.51795994702972,0.0,0.69,0.0,generic,2026-07-24 22:46 UTC
RJF,"Raymond James Financial, Inc.",32522530816,,,33.44526890635913,10944999936.0,0.3365359232933811,,,,,2,0.16225978904782545,0.9864181476665221,1.051990632318501,,0.08453363915489276,-0.027039680516184883,Financial Services,0.05727567791506524,0.0,0.04041257110476648,,0.36,0.03688821407766506,0.316,87.50000000000001,92.26190476190477,25.44642857142857,67.73504273504273,61.904761904761905,70.32738095238096,72.47772435897437,0.0,0.62,0.0,generic,2026-07-24 22:46 UTC
HIG,"The Hartford Insurance Group, I",38523604992,,,33.0613430763807,-383000064.0,-0.009941958030135955,0.7826086916691951,0.9684210563669733,24.91959798994975,,4,0.20494460475223542,0.9939795518506643,1.4997393117831075,,0.08703196529784973,-0.04214761668948841,Financial Services,0.07313697668183172,0.0,0.020901553859921873,,0.36,0.04695618390542067,0.337,86.30952380952382,54.120851308242834,57.44047619047619,85.42735042735043,67.5,84.64285714285714,71.5216957872915,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
ABNB,"Airbnb, Inc.",83743547392,0.8295890858589985,73.53702341038205,22.951591402910342,9471000064.0,0.11309528147484187,0.9675448896819882,0.8213249535803078,30.650602409638555,18.927867862830116,4,0.37954415488930643,0.9979576831958173,1.8502588610115491,1.0,0.13378255972989694,-0.015560470898908996,Consumer Cyclical,0.03535794807138614,0.44741235392320533,0.052574947675659955,,0.38,0.021903373877336926,0.328,86.02602905569007,61.709826443817775,72.91666666666666,92.9935354193829,69.64285714285714,41.636904761904766,71.40511522153442,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
STT,State Street Corporation,50929852416,,,18.082559451398154,102399000000.0,2.0105889795948158,,,,,2,0.7764411027568923,0.924453992123165,3.0,,0.04822150244182688,-0.07183899295481366,Financial Services,0.05080517372925112,0.29920692141312183,0.006377632588894566,,0.36,0.032273377842375904,0.358,55.952380952380956,98.80952380952381,52.529761904761905,61.143162393162385,60.0,62.67857142857143,69.40755494505495,0.0,0.62,0.0,generic,2026-07-24 22:46 UTC
VEEV,Veeva Systems Inc.,30253441024,0.7552604425672493,35.8852336030953,24.352367383974023,7209651848.0,0.23830849000880913,0.10044410078552907,2.853522138790396,,58.62200405498479,4,0.4429068093841257,,1.5570642068596752,1.0,0.14029684526801778,0.011523059971239702,Healthcare,0.021786406031536257,0.0,0.3918097944264112,,0.32,0.014832976045224539,-0.073,70.30871670702179,85.1012220005961,74.70238095238095,86.05225988700565,50.83333333333334,23.125,69.19284144137158,0.0,0.88,33.5,generic,2026-07-24 22:46 UTC
INCY,Incyte Corporation,23508367360,0.9276244922919403,67.02929313782421,16.542402565438348,3976394896.0,0.16914806694598122,0.025456199893315087,3.630341231699641,686.5234761120264,14.064491550196829,4,0.25862058234177654,0.9836874047166035,1.0334053549916449,1.0,0.14839595478338863,-0.03775152754978628,Healthcare,0.024007664647963032,0.9454232687805703,0.007171772681372368,,0.47,0.012816317470313698,0.459,83.13559322033899,76.42355684870044,65.17857142857142,70.95827900912646,81.9047619047619,21.785714285714285,68.85340020759575,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
ACGL,Arch Capital Group Ltd.,36112908288,,,9.123815217369255,892000000.0,0.02470030917715934,0.4627776777374549,1.402962005171465,34.641891891891895,,4,0.31761169275422413,0.9977194982896237,1.393043873607638,,0.2614046974297357,-0.01031816774943406,Financial Services,0.10127957490522453,0.029484582489309026,0.0,,0.34,0.06645897158689958,0.344,27.380952380952383,67.07435620898828,70.53571428571428,87.52136752136751,78.33333333333333,93.51190476190476,68.81332709217776,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
9999.HK,NTES,600874811392,0.6428532671912397,21.66015312862207,28.458404072695064,159948370944.0,0.26619250451430976,0.2722002660052731,1.9149741298483025,,56.08460935410044,4,0.43229288470270405,0.9817762460072761,1.4421689405742926,0.8095108906374656,0.05287421068252862,-0.0032691563527539325,Communication Services,0.047102806963122475,0.0,0.23823051299628994,,0.32,0.032180076269481515,0.079,61.01089588377724,82.93154045440998,74.10714285714286,76.01396132116471,40.833333333333336,59.9404761904762,68.64110926719928,0.0,0.94,4.0,generic,2026-07-24 22:46 UTC
BNY,The Bank of New York Mellon Cor,107821072384,,,45.041973216844866,137499000832.0,1.2752516534272944,,,,,3,0.2620071865985121,0.9214029050053141,0.9329608938547486,,0.06874757353828742,-0.052245668434723,Financial Services,0.036952424158890475,0.0,0.021188803893317232,,0.32,0.025030152857712006,0.301,93.45238095238095,98.2142857142857,43.00595238095238,32.97008547008547,65.0,48.36309523809524,68.52181776556776,0.0,0.62,0.0,generic,2026-07-24 22:46 UTC
3692.HK,HANSOH PHARMA,195469688832,0.9003304027781142,67.02597970445409,12.909674895683578,31469414520.0,0.1609938334073216,0.018232795888209367,3.7281048974218916,2072.657495256167,47.45996187361174,4,0.4158005243964663,0.9674307660654641,1.1248004441035586,1.0,0.17003462516105583,0.007489049479257881,Healthcare,0.020193074555883886,0.0,0.25645753633199975,,0.33,0.0135009360738713,0.075,79.86380145278451,88.31126624939817,73.21428571428571,66.39097131681876,56.904761904761905,20.744047619047624,68.48091289062799,0.0,1.0,5.1,generic,2026-07-24 22:46 UTC
RF,Regions Financial Corporation,26335293440,,,14.497737702096822,2297999360.0,0.0872593033844699,,,,,4,0.28580919479138983,0.9960138187616263,0.9976808905380334,,0.016520184038638863,-0.024673305543292834,Financial Services,0.07943712511752442,0.08727097396335583,0.047530890216079036,,0.34,0.05204018818216388,0.297,44.642857142857146,77.97619047619048,69.04761904761905,71.92307692307692,43.214285714285715,88.0059523809524,66.94764194139194,0.0,0.62,0.0,generic,2026-07-24 22:46 UTC
2331.HK,LI NING,36777050112,0.48951391555838947,70.66108217992488,38.090561809815284,15753971328.0,0.4283641912557753,0.4151636877211455,1.5033893437959693,33.512906680740095,20.281050835509866,4,0.12045444862811414,0.9565425745572812,1.2144322578645337,0.29837971852796485,0.04680055752096335,-0.01094534413830428,Consumer Cyclical,0.08972582738285717,0.21578735745603783,0.37304347494374146,,0.4,0.05419001561496536,0.023,79.93946731234867,72.40342001811753,46.13095238095238,55.55519339417645,43.57142857142857,90.92261904761905,66.52218852254245,0.0,1.0,13.5,generic,2026-07-24 22:46 UTC
CB,Chubb Limited,139532664832,,,21.221979552691213,2752999936.0,0.019730146624194877,0.0,4.0,18.073298429319372,,4,0.2143753240887878,,1.2430649854510185,,0.11562448439502893,-0.01925728761438994,Financial Services,0.06065963127838788,0.0,0.003931703560485333,,0.35,0.039602315271408034,0.343,63.69047619047619,66.34867088973735,58.33333333333333,69.04761904761905,66.90476190476191,73.83928571428572,66.4346768545148,0.0,0.69,0.0,generic,2026-07-24 22:46 UTC
WRB,W.R. Berkley Corporation,28000034816,,,27.229782627451208,349056000.0,0.012466270213369152,1.2000869855422251,0.6896138024617013,18.972315039561202,,4,0.233104983999153,0.9883882690054885,1.9178466036080641,,0.09281781410527334,-0.016798070014973576,Financial Services,0.056231528294396815,0.0,0.038236044290162474,,0.34,0.03725218940674364,0.299,76.19047619047619,48.94508458537875,61.30952380952381,86.17521367521368,59.64285714285713,70.38690476190477,66.10558034720978,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
ANET,"Arista Networks, Inc.",219082899456,0.6405609780472368,42.927314293534636,14.510196684114096,12353200128.0,0.056385962385352595,0.0,4.0,100.0,77.50622269998954,4,0.47218983532651543,0.9867306261589882,1.2110269408213248,0.8018699268241225,0.27146525721597636,0.007797449220915187,Technology,0.011186685524454702,0.0,0.06937313197978778,,0.33,0.007508155665574523,0.259,62.97820823244552,84.33259834148303,75.89285714285714,74.71235332464147,62.73809523809524,10.833333333333334,65.59815025152369,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
V,Visa Inc.,676526292992,0.803625,81.74298183105263,61.10219765190972,-10062999552.0,-0.014874513609065297,0.795408520381007,0.9565638508815124,42.07640067911715,29.872248923242083,4,0.539425,0.96295,1.0757303818925117,1.0,0.10921242130254294,-0.025096219218073146,Financial Services,0.02661796028704082,0.0,0.02574361624844923,,0.32,0.01800908746162155,0.298,94.12530266343825,56.37248397920376,76.78571428571428,62.36853541938287,69.64285714285714,32.976190476190474,65.24779486262615,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
CME,CME Group Inc.,92249309184,0.8609023709474588,65.71110533048952,33.10792036218382,-948600064.0,-0.01028300452752364,0.7178315144142349,1.0332376917951827,31.741061130334487,21.463187966187412,4,0.6431310002147042,0.987194429960433,1.0298118952900153,1.0,0.09113524548501961,1.9537204001940367e-05,Financial Services,0.03662683254636263,0.0,0.21794399239967766,,0.33,0.02460517166654154,0.11,91.4951573849879,53.99284256032024,77.38095238095238,73.36212516297263,44.88095238095238,47.767857142857146,65.13362834991936,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
PGR,Progressive Corporation (The),124320759808,,,21.563886443027922,-6408999808.0,-0.0515521286862951,0.5449288579122947,1.2579742074357187,52.16187050359712,,4,0.19626413501146775,0.996029074477675,1.5210470463388752,,0.2090378284670047,0.0006834104297011034,Financial Services,0.04909276623973189,0.0,0.15375174913265,,0.36,0.03129597371701032,0.209,64.28571428571429,57.858754400753696,56.547619047619044,88.37606837606837,63.21428571428571,58.779761904761905,65.11378218637199,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
SYF,Synchrony Financial,23714369536,,,12.313153819196868,-238999552.0,-0.010078258738322462,,,,,4,0.6575662505840731,,2.7733671171171173,,0.0866934224036191,-0.07449178389371924,Financial Services,0.12972092702401583,0.2579575596816976,0.17599185577020926,,0.4,0.07769453077581853,0.225,39.285714285714285,39.88095238095239,77.97619047619047,92.85714285714288,70.83333333333333,97.02380952380952,65.02380952380952,0.0,0.56,0.0,generic,2026-07-24 22:46 UTC
CPRT,"Copart, Inc.",26914838528,0.4518317144247914,72.31885250828923,68.92788666039145,4106596000.0,0.1525773968782251,0.04747795720756793,3.3615936097821226,101.67269894534995,125.07549469013152,4,0.2648528349083422,0.8775564573641509,0.7927861076273681,0.17277238141597134,0.0989943984010011,0.005332909334530012,Industrials,0.04870306015903882,0.0,0.4408645216826258,,0.32,0.03320803956805351,-0.123,79.66101694915253,87.84850063795267,66.36904761904762,29.590395480225983,44.52380952380952,61.458333333333336,64.68107560001154,0.0,1.0,39.7,generic,2026-07-24 22:46 UTC
0939.HK,CCB,2296851202048,,,32.71683397553896,-717270024192.0,-0.31228406243836876,,,,258.1514601268801,4,2.7312245222574085,0.969023797411113,3.0,,-0.009396280633871212,0.015219065182316083,Financial Services,0.14496618226862465,0.0,0.023359292935872134,,0.35,0.09442172735523224,0.325,85.71428571428571,42.63824884792628,80.35714285714286,75.84401709401708,12.619047619047622,99.46428571428572,64.68032169443458,0.0,0.69,0.0,generic,2026-07-24 22:46 UTC
REGN,"Regeneron Pharmaceuticals, Inc.",68775452672,0.8535372902272205,60.63005675482331,23.16621858869653,6047499776.0,0.08793107920119979,0.6174591911642732,1.1527919816698642,120.42237442922375,12.299992749584318,4,0.2625131598212356,0.9153797349211108,0.8358010166707364,1.0,0.05620358857997587,-0.011951434416456297,Healthcare,0.06255684016386841,0.08869629356444772,0.19237446416623938,,0.34,0.0410879091695986,0.151,83.3232445520581,64.2670315766575,65.77380952380952,44.548022598870055,47.85714285714286,75.95238095238095,63.8784504223884,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
TRV,"The Travelers Companies, Inc.",80772767744,,,23.238398228037433,-4007000064.0,-0.049608304579827275,0.7898954574541399,0.9616351267157071,19.343529411764706,,4,0.21721143606127633,,1.686704834605598,,0.09790109129310776,-0.02142366955894104,Financial Services,0.05298815577998971,0.0,0.0,,0.36,0.033935374481245346,0.36,68.45238095238095,46.767667063354324,58.928571428571416,84.52380952380953,64.64285714285715,64.25595238095238,63.3448296309152,0.0,0.69,0.0,generic,2026-07-24 22:46 UTC
9961.HK,TRIP.COM-S,215737008128,0.8057651941226426,37.55579934056829,2.004191968799151,49644996608.0,0.23011812872896095,1.8459773341045256,0.47710439599158866,46.75736160188457,29.306724052452296,4,0.21762886763127112,0.9872294060151581,0.4079413708175647,1.0,0.4603503514179359,0.0018111554154607301,Consumer Cyclical,0.07147823238028214,0.0,0.4374384136231271,,0.41,0.04252809087673473,-0.032,51.83414043583534,62.63480648946885,59.22619047619047,59.45186875271621,67.85714285714285,81.87500000000001,62.836629406095874,0.0,1.0,19.6,generic,2026-07-24 22:46 UTC
PLTR,Palantir Technologies Inc.,294677577728,0.8236651721415028,42.53219209315286,5.713494826621978,7814436064.0,0.0265185974591289,0.10502993733606417,2.816663877709615,407.4971181556196,42.38828787274662,4,0.4693590314797676,0.992429357878522,1.2926451339757408,1.0,0.32917125287657845,0.04438870012386942,Technology,0.0016317351109891094,0.0,0.40669947623125724,,0.35,0.0010565421603547023,-0.054,58.68341404358354,76.39936969850139,75.59523809523809,82.54481747066494,58.69047619047618,1.7857142857142856,62.39534006258867,0.0,1.0,28.3,generic,2026-07-24 22:46 UTC
C,"Citigroup, Inc.",221735518208,,,50.89386679456652,591570993152.0,2.667912646259379,,,,,1,-0.870195862133712,0.9234858530975321,-5.183279742765273,,0.04589654681078592,-0.03372495705121592,Financial Services,0.057569712345432636,0.3783765577635568,0.09253790002732898,,0.45,0.031597450302602074,0.359,96.42857142857142,100.0,2.5297619047619047,15.940170940170939,51.90476190476191,64.375,62.12726648351648,0.0,0.62,0.0,generic,2026-07-24 22:46 UTC
BAC,Bank of America Corporation,435464896512,,,31.135392711440154,280818941952.0,0.6448715940166754,,,,,2,0.11152373626179297,,0.4134189911173752,,0.06003133969580876,-0.03382406919786807,Financial Services,0.06390583999514902,0.04442749200813717,0.0,,0.38,0.03974259157897384,0.378,83.92857142857143,95.83333333333333,18.601190476190478,11.30952380952381,57.49999999999999,76.10119047619048,62.04315476190476,0.0,0.56,0.0,generic,2026-07-24 22:46 UTC
RMD,ResMed Inc.,28325160960,0.5936214313626009,42.514383777640276,21.623642803859617,817344000.0,0.028855758354003013,0.39781486383935066,1.5436509037063197,36.91681981272425,14.57041969733309,4,0.32080083523647057,0.9804439166030452,1.1786384602808693,0.6454047712086697,0.12879187738214926,-5.7765500257711544e-05,Healthcare,0.03617514306262922,0.0,0.3352058115656765,,0.32,0.024558297598067904,-0.014,65.98970944309927,59.470951159964834,70.83333333333333,68.96648196436333,58.57142857142858,46.63690476190476,61.94064031415283,0.0,1.0,18.1,generic,2026-07-24 22:46 UTC
TROW,"T. Rowe Price Group, Inc.",24962060288,0.5127002788866408,34.11396846480441,19.080401550895537,3270199936.0,0.13100681186849314,0.1569350508625817,2.4573946085015197,,35.16191313693142,4,0.20222015639525345,0.9625143544594521,0.7087346078290451,0.3756675962888027,0.04077043516925727,-0.008611232617009135,Financial Services,0.07545250585367066,0.006190181419932384,0.030459417031987845,,0.35,0.04877786652492013,0.323,56.59503631961259,77.63750372561158,57.14285714285714,43.35424815297697,39.64285714285714,86.48809523809524,61.810735306219335,0.0,0.94,0.0,generic,2026-07-24 22:46 UTC
1398.HK,ICBC,2562561146880,,,28.727900979716452,-1228326043648.0,-0.4793353107470337,,,,172.48422888033255,4,2.2223154040331328,0.9541221553552747,3.0,,-0.014691365836743131,0.0,Financial Services,0.14239172417183574,0.0,0.009641896619080104,,0.35,0.09249373587384303,0.341,77.97619047619048,39.274193548387096,80.05952380952381,67.29700854700855,21.309523809523807,98.86904761904762,61.770469987002244,0.0,0.69,0.0,generic,2026-07-24 22:46 UTC
2020.HK,ANTA SPORTS,210142396416,0.6199778107430908,52.67447687734769,42.96224229976155,7605997568.0,0.03619449334223395,1.5488589999752338,0.5559079394292537,26.745498199279712,15.30814529298166,4,0.22787618893279646,0.966142684401451,1.34530468060053,0.7332593691436359,0.1434920271154041,0.006938174826756294,Consumer Cyclical,0.0559263632681462,0.1287509617850731,0.27346745818467033,,0.35,0.03631038717204376,0.077,80.81416464891042,47.38512786512194,60.71428571428571,65.92677096914386,53.214285714285715,68.15476190476191,61.73890055388032,0.0,1.0,3.4,generic,2026-07-24 22:46 UTC
VRSN,"VeriSign, Inc.",25479999488,0.881504285886756,53.70348357890981,53.148912551961345,-1300300032.0,-0.05103218438494813,1.9682967959527824,0.45079630544680527,14.876623376623376,36.572943165340405,4,0.6448750452734516,0.9862368706990221,1.293811311614388,1.0,0.05150438997980311,-0.04435693306387478,Technology,0.03044348569807946,0.03901663405088063,0.09677419354838712,,0.35,0.019732059411131025,0.255,91.48002421307507,35.41066569947391,77.67857142857142,79.67622772707519,58.33333333333333,36.48809523809524,61.43388604046595,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
CINF,Cincinnati Financial Corporatio,28278282240,,,5.003015521968534,375000064.0,0.01326106235227957,0.24232456140350878,2.0311804008908685,57.22641509433962,,4,0.244794553083683,0.9984165940938959,1.292101964061847,,0.2438798815724228,-0.0035805688039370898,Financial Services,0.0534067093320022,0.0,0.04801333791237383,,0.37,0.033496972383498434,0.325,11.904761904761903,71.23637419216212,62.797619047619044,85.76923076923076,72.50000000000001,64.19642857142858,61.39638971320246,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
MA,Mastercard Incorporated,476834856960,0.7788722515324327,57.63367102313746,35.17988669337227,-10740999168.0,-0.02252561659707068,0.8869345318273981,0.8795581205478006,26.73130193905817,16.36707562163956,4,0.5011436064773871,0.9629471501326583,1.0978754676643505,1.0,0.1382198495222513,-0.022089052967942835,Financial Services,0.025672934395035044,0.0,0.09900501978883691,,0.33,0.017184703284524788,0.232,85.92009685230025,45.98818614568354,76.48809523809523,63.153791829639296,74.04761904761904,30.53571428571429,61.28403879351224,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
ALL,Allstate Corporation (The),66921717760,,,24.794877070538757,-2089999872.0,-0.031230517415815957,0.5048517173528249,1.3247634959444499,33.97243107769424,,4,0.14734079828236593,0.9966005158866242,0.9610970628282436,,0.09835266933147047,-0.0036432827379354604,Financial Services,0.05032745889874779,0.0,0.0,,0.37,0.03149780177206245,0.374,70.83333333333334,55.826556585841544,50.297619047619044,70.66239316239317,54.52380952380953,60.23809523809525,60.951924856931804,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
APO,"Apollo Global Management, Inc. ",70686810112,0.9549751942338295,33.36929212119139,1.0509532850689565,1912000512.0,0.027048900763388856,,,19.045945945945945,22.523358550921785,4,0.22609129770039627,0.993680770070829,2.075028636884307,1.0,0.42964764687572576,0.0050626271492255626,Financial Services,0.039452197596430705,0.23705483941446362,0.19705302514242784,,0.45,0.021811716616720114,0.25,53.14467312348668,52.430607651912986,60.11904761904761,89.98071490656237,65.35714285714285,45.32738095238095,60.86853629237771,0.0,0.94,0.0,generic,2026-07-24 22:46 UTC
6618.HK,JD HEALTH,118012649472,0.2478049225773438,43.058186994464165,12.009512784471301,47514486400.0,0.4026219783437149,0.15999204947332107,2.4390716875720093,544.3406920165795,40.523961423948585,4,0.13647517785145064,0.9979438188663037,1.8645925283769316,0.0,0.16259783365803093,0.0030682266481072418,Healthcare,0.025546403402419156,0.0,0.46877244523458605,,0.38,0.0157844283896416,-0.087,40.57203389830509,86.27187713772793,48.51190476190476,75.89037375054323,57.857142857142854,27.976190476190478,60.65783068016971,0.0,1.0,33.7,generic,2026-07-24 22:46 UTC
0883.HK,CNOOC,1119805767680,0.6749008085982623,30.07616743676899,32.58174081851504,196960010240.0,0.17588765473860646,0.27910045060548877,1.890000280392175,27.066226183159188,33.5134713986388,4,0.24480689066345238,0.7198659032695495,0.7985370488687931,0.9163360286608743,-0.02694423876149865,-0.00025801978985995344,Energy,0.11733307131665585,0.1260197600564573,0.22754100111664322,,0.35,0.07643804021640255,0.121,68.41707021791767,73.40841940229194,63.095238095238095,31.873913515862668,21.547619047619047,95.625,60.46104316784214,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
AIZ,"Assurant, Inc.",13721722880,,,49.40249256186884,-286000000.0,-0.020842863720623397,1.3469400665703106,0.6261975768117981,10.912488605287146,,4,0.12473564689448506,0.9816220940667848,1.83155723616363,,0.07927210984608024,-0.019544362620505296,Financial Services,0.046495619069082963,0.0,0.011316922194607448,,0.39,0.02844722714667395,0.377,94.64285714285714,33.99936054775954,47.32142857142857,79.18803418803418,56.07142857142857,55.47619047619048,60.08843540650313,0.0,0.75,0.0,generic,2026-07-24 22:46 UTC
0388.HK,HKEX,504348409856,0.8079174563065908,26.664947067995698,5.08435647819882,307389991168.0,0.6094794494459991,0.052867259951822,3.3017764949538386,5.528681506849315,1208.651401691906,4,1.0062750052642662,0.9270162139397768,1.3458375577334685,1.0,0.11927689678271247,-0.00036882207557320523,Financial Services,0.02614462491071366,0.0,0.13785650275667105,,0.36,0.016842904271266314,0.218,47.98728813559322,73.64374142576156,79.16666666666666,60.97430465015211,56.666666666666664,30.74404761904762,59.79362307686597,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
ERIE,Erie Indemnity Company,11689400320,,,19.07607711669389,233441016.0,0.019970315808296314,0.06000396748588627,3.2257651671684737,,,4,0.13762935180074098,0.9721128003143251,1.0207925482939562,,0.13315715446994947,0.0,Financial Services,0.040726618728718494,0.06826260923450062,0.3941077400556704,,0.38,0.025197962713884477,-0.013,59.523809523809526,71.59333204109323,49.107142857142854,56.217948717948715,57.38095238095238,51.36904761904763,59.62026375365928,0.0,0.69,16.0,generic,2026-07-24 22:46 UTC
ISRG,"Intuitive Surgical, Inc.",120918843392,0.6599600584220096,60.868366311834215,28.928857074415347,5216200192.0,0.043138025850031445,0.0,4.0,100.0,16.932049963211426,4,0.24746887636988682,0.9463670054745794,0.872093837535014,0.8665335280733651,0.17386716793068868,0.004833740166297007,Healthcare,0.017157995741607167,0.0,0.43071600927969145,,0.33,0.011455739266984469,-0.098,81.20762711864407,72.43743705116044,63.69047619047619,47.28351803563668,58.8095238095238,17.05357142857143,59.60347841729813,0.0,1.0,33.9,generic,2026-07-24 22:46 UTC
MO,"Altria Group, Inc.",121885351936,0.7220815333432643,44.74717261653684,66.95254689318715,-21070999296.0,-0.17287556676264132,1.5582720395922447,0.5530141362056864,8.977060322854715,16.901476173913043,4,0.45056854858731815,0.9892745419335618,1.3061753274794876,1.0,-0.008925128591255382,-0.021209024713791935,Consumer Defensive,0.06585081695636776,0.38325639204545453,0.022368145143654594,,0.39,0.04024967441448401,0.366,83.37167070217917,23.006485896527433,75.29761904761905,82.1441764450239,37.26190476190476,77.5,59.58674653570182,0.0,1.0,0.0,generic,2026-07-24 22:46 UTC
